scenario,sample_index,request_certificate_serialize_latency_us
agent_restart_delayed_old_epoch,170,6562.1670000000004
agent_restart_delayed_old_epoch,171,6648.125
agent_restart_delayed_old_epoch,172,6666.1670000000004
agent_restart_delayed_old_epoch,173,6774.9579999999996
agent_restart_delayed_old_epoch,174,6683.375
agent_restart_delayed_old_epoch,175,6701.0829999999996
agent_restart_delayed_old_epoch,176,6676.6670000000004
agent_restart_delayed_old_epoch,177,6660.75
agent_restart_delayed_old_epoch,178,6644.5829999999996
agent_restart_delayed_old_epoch,179,6714.7910000000002
agent_restart_delayed_old_epoch,180,6763.25
agent_restart_delayed_old_epoch,181,6639.2920000000004
agent_restart_delayed_old_epoch,182,6688.875
agent_restart_delayed_old_epoch,183,6761.125
agent_restart_delayed_old_epoch,184,6718.2920000000004
agent_restart_delayed_old_epoch,185,6652.2089999999998
agent_restart_delayed_old_epoch,186,6660.5829999999996
agent_restart_delayed_old_epoch,187,6767.1670000000004
agent_restart_delayed_old_epoch,188,6726.875
agent_restart_delayed_old_epoch,189,6613
agent_restart_delayed_old_epoch,190,6673.4589999999998
agent_restart_delayed_old_epoch,191,6721.375
agent_restart_delayed_old_epoch,192,6743.7920000000004
agent_restart_delayed_old_epoch,193,6806.2089999999998
agent_restart_delayed_old_epoch,194,6851
agent_restart_delayed_old_epoch,195,6821.9160000000002
agent_restart_delayed_old_epoch,196,6782.7920000000004
agent_restart_delayed_old_epoch,197,6845.8329999999996
agent_restart_delayed_old_epoch,198,6779.3339999999998
agent_restart_delayed_old_epoch,199,6728.6670000000004
high_speed_delayed_motion,0,285.41699999999997
high_speed_delayed_motion,1,301.416
high_speed_delayed_motion,2,281.459
high_speed_delayed_motion,3,291.625
high_speed_delayed_motion,4,298.375
high_speed_delayed_motion,5,306.125
high_speed_delayed_motion,6,292
high_speed_delayed_motion,7,316.08300000000003
high_speed_delayed_motion,8,288.66699999999997
high_speed_delayed_motion,9,307.125
high_speed_delayed_motion,10,316.125
high_speed_delayed_motion,11,303.66699999999997
high_speed_delayed_motion,12,318.416
high_speed_delayed_motion,13,321.66699999999997
high_speed_delayed_motion,14,313.20800000000003
high_speed_delayed_motion,15,329.166
high_speed_delayed_motion,16,309.459
high_speed_delayed_motion,17,340.54199999999997
high_speed_delayed_motion,18,326.125
high_speed_delayed_motion,19,341.25
high_speed_delayed_motion,20,339.79199999999997
high_speed_delayed_motion,21,334.45800000000003
high_speed_delayed_motion,22,333.08300000000003
high_speed_delayed_motion,23,338.166
high_speed_delayed_motion,24,347.33300000000003
high_speed_delayed_motion,25,352.416
high_speed_delayed_motion,26,377.125
high_speed_delayed_motion,27,362
high_speed_delayed_motion,28,337.79199999999997
high_speed_delayed_motion,29,387.875
high_speed_delayed_motion,30,348.875
high_speed_delayed_motion,31,362
high_speed_delayed_motion,32,367.375
high_speed_delayed_motion,33,379.041
high_speed_delayed_motion,34,383.58300000000003
high_speed_delayed_motion,35,375.83300000000003
high_speed_delayed_motion,36,360
high_speed_delayed_motion,37,390.375
high_speed_delayed_motion,38,401.54199999999997
high_speed_delayed_motion,39,402.375
high_speed_delayed_motion,40,407.91699999999997
high_speed_delayed_motion,41,387.33300000000003
high_speed_delayed_motion,42,411.375
high_speed_delayed_motion,43,403.16699999999997
high_speed_delayed_motion,44,417.834
high_speed_delayed_motion,45,429.125
high_speed_delayed_motion,46,408.79199999999997
high_speed_delayed_motion,47,465
high_speed_delayed_motion,48,431.83300000000003
high_speed_delayed_motion,49,437.20800000000003
high_speed_delayed_motion,50,433.084
high_speed_delayed_motion,51,439.834
high_speed_delayed_motion,52,430.04199999999997
