replicate_id,motion_seed,fault_seed,scenario_id,method,requests,accepted,true_accepts,false_accepts,true_rejects,false_rejects,enclosures_tested,containment_failures
19,13883523294833848875,11430871421260215309,2,1,100,99,99,0,0,1,0,0
19,13883523294833848875,11430871421260215309,2,2,100,99,99,0,0,1,297,0
20,5193794695500498632,7414255450259718898,2,0,100,99,99,0,0,1,0,0
20,5193794695500498632,7414255450259718898,2,1,100,99,99,0,0,1,0,0
20,5193794695500498632,7414255450259718898,2,2,100,99,99,0,0,1,297,0
21,12200570134785767245,6873253237896785235,2,0,100,99,99,0,0,1,0,0
21,12200570134785767245,6873253237896785235,2,1,100,99,99,0,0,1,0,0
21,12200570134785767245,6873253237896785235,2,2,100,99,99,0,0,1,297,0
22,6639034778626213330,1097213031828629200,2,0,100,99,99,0,0,1,0,0
22,6639034778626213330,1097213031828629200,2,1,100,99,99,0,0,1,0,0
22,6639034778626213330,1097213031828629200,2,2,100,99,99,0,0,1,297,0
23,5188156410933320695,9621275621348659473,2,0,100,99,99,0,0,1,0,0
23,5188156410933320695,9621275621348659473,2,1,100,99,99,0,0,1,0,0
23,5188156410933320695,9621275621348659473,2,2,100,99,99,0,0,1,297,0
24,6139046086183888228,6532227667615676886,2,0,100,99,99,0,0,1,0,0
24,6139046086183888228,6532227667615676886,2,1,100,99,99,0,0,1,0,0
24,6139046086183888228,6532227667615676886,2,2,100,99,99,0,0,1,297,0
25,14852878865191795913,13914838552903927607,2,0,100,99,99,0,0,1,0,0
25,14852878865191795913,13914838552903927607,2,1,100,99,99,0,0,1,0,0
25,14852878865191795913,13914838552903927607,2,2,100,99,99,0,0,1,297,0
26,10759014571150830798,17216617008647545428,2,0,100,99,99,0,0,1,0,0
26,10759014571150830798,17216617008647545428,2,1,100,99,99,0,0,1,0,0
26,10759014571150830798,17216617008647545428,2,2,100,99,99,0,0,1,297,0
27,3714909113697100947,8026537865504258901,2,0,100,99,99,0,0,1,0,0
27,3714909113697100947,8026537865504258901,2,1,100,99,99,0,0,1,0,0
27,3714909113697100947,8026537865504258901,2,2,100,99,99,0,0,1,297,0
28,15638994699027385520,17278734325282850490,2,0,100,99,99,0,0,1,0,0
28,15638994699027385520,17278734325282850490,2,1,100,99,99,0,0,1,0,0
28,15638994699027385520,17278734325282850490,2,2,100,99,99,0,0,1,297,0
29,10786533052122665045,11108517882618215163,2,0,100,99,99,0,0,1,0,0
29,10786533052122665045,11108517882618215163,2,1,100,99,99,0,0,1,0,0
29,10786533052122665045,11108517882618215163,2,2,100,99,99,0,0,1,297,0
30,17411780308251417786,17595765119921285528,2,0,100,99,99,0,0,1,0,0
30,17411780308251417786,17595765119921285528,2,1,100,99,99,0,0,1,0,0
30,17411780308251417786,17595765119921285528,2,2,100,99,99,0,0,1,297,0
31,14960714582419432383,7674296922893326073,2,0,100,99,99,0,0,1,0,0
31,14960714582419432383,7674296922893326073,2,1,100,99,99,0,0,1,0,0
31,14960714582419432383,7674296922893326073,2,2,100,99,99,0,0,1,297,0
32,10781159969224193356,16505555398012932446,2,0,100,100,100,0,0,0,0,0
32,10781159969224193356,16505555398012932446,2,1,100,100,100,0,0,0,0,0
32,10781159969224193356,16505555398012932446,2,2,100,99,99,0,0,1,297,0
33,11728230447752747985,16204552083553964831,2,0,100,99,99,0,0,1,0,0
33,11728230447752747985,16204552083553964831,2,1,100,99,99,0,0,1,0,0
33,11728230447752747985,16204552083553964831,2,2,100,99,99,0,0,1,297,0
34,8945314669155935606,8402430775887235676,2,0,100,99,99,0,0,1,0,0
34,8945314669155935606,8402430775887235676,2,1,100,99,99,0,0,1,0,0
34,8945314669155935606,8402430775887235676,2,2,100,99,99,0,0,1,297,0
35,227496352486774043,15506279090648375805,2,0,100,99,99,0,0,1,0,0
35,227496352486774043,15506279090648375805,2,1,100,99,99,0,0,1,0,0
35,227496352486774043,15506279090648375805,2,2,100,99,99,0,0,1,297,0
36,10407102038042272184,10633723460698948002,2,0,100,99,99,0,0,1,0,0
36,10407102038042272184,10633723460698948002,2,1,100,99,99,0,0,1,0,0
36,10407102038042272184,10633723460698948002,2,2,100,99,99,0,0,1,297,0
37,4267529692386032381,6886617744199710211,2,0,100,99,99,0,0,1,0,0
37,4267529692386032381,6886617744199710211,2,1,100,99,99,0,0,1,0,0
37,4267529692386032381,6886617744199710211,2,2,100,99,99,0,0,1,297,0
38,8494821390787606338,11503660897070157248,2,0,100,99,99,0,0,1,0,0
38,8494821390787606338,11503660897070157248,2,1,100,99,99,0,0,1,0,0
38,8494821390787606338,11503660897070157248,2,2,100,99,99,0,0,1,297,0
39,6910402922770238631,8411818809667750785,2,0,100,99,99,0,0,1,0,0
39,6910402922770238631,8411818809667750785,2,1,100,99,99,0,0,1,0,0
39,6910402922770238631,8411818809667750785,2,2,100,99,99,0,0,1,297,0
40,4008714893987389780,3749024166129838854,2,0,100,99,99,0,0,1,0,0
40,4008714893987389780,3749024166129838854,2,1,100,99,99,0,0,1,0,0
40,4008714893987389780,3749024166129838854,2,2,100,99,99,0,0,1,297,0
41,8362665835234397177,6977024518664909927,2,0,100,99,99,0,0,1,0,0
41,8362665835234397177,6977024518664909927,2,1,100,99,99,0,0,1,0,0
41,8362665835234397177,6977024518664909927,2,2,100,99,99,0,0,1,297,0
42,3400424375343960062,3007135330545484100,2,0,100,99,99,0,0,1,0,0
42,3400424375343960062,3007135330545484100,2,1,100,99,99,0,0,1,0,0
42,3400424375343960062,3007135330545484100,2,2,100,99,99,0,0,1,297,0
43,4619782524672878147,8121844121492711237,2,0,100,99,99,0,0,1,0,0
43,4619782524672878147,8121844121492711237,2,1,100,99,99,0,0,1,0,0
43,4619782524672878147,8121844121492711237,2,2,100,99,99,0,0,1,297,0
44,5885750343499270368,14784861493046062122,2,0,100,99,99,0,0,1,0,0
44,5885750343499270368,14784861493046062122,2,1,100,99,99,0,0,1,0,0
44,5885750343499270368,14784861493046062122,2,2,100,99,99,0,0,1,297,0
45,12196532709613882821,2141532150664607339,2,0,100,99,99,0,0,1,0,0
45,12196532709613882821,2141532150664607339,2,1,100,99,99,0,0,1,0,0
45,12196532709613882821,2141532150664607339,2,2,100,99,99,0,0,1,297,0
46,3734636061985099818,296117374704510536,2,0,100,100,100,0,0,0,0,0
46,3734636061985099818,296117374704510536,2,1,100,100,100,0,0,0,0,0
46,3734636061985099818,296117374704510536,2,2,100,99,99,0,0,1,297,0
47,12467931653091690479,4342864987732870569,2,0,100,99,99,0,0,1,0,0
47,12467931653091690479,4342864987732870569,2,1,100,99,99,0,0,1,0,0
47,12467931653091690479,4342864987732870569,2,2,100,99,99,0,0,1,297,0
48,8904377412729884668,11367916151307899918,2,0,100,99,99,0,0,1,0,0
48,8904377412729884668,11367916151307899918,2,1,100,99,99,0,0,1,0,0
48,8904377412729884668,11367916151307899918,2,2,100,99,99,0,0,1,297,0
49,17446664036809962113,2355042142668240719,2,0,100,99,99,0,0,1,0,0
49,17446664036809962113,2355042142668240719,2,1,100,99,99,0,0,1,0,0
49,17446664036809962113,2355042142668240719,2,2,100,99,99,0,0,1,297,0
0,16810207103304354796,2128164613740542082,3,0,100,98,98,0,0,2,0,0
0,16810207103304354796,2128164613740542082,3,1,100,83,83,0,0,17,0,0
0,16810207103304354796,2128164613740542082,3,2,100,49,49,0,0,51,147,0
1,4668941500697059185,12779663152948732979,3,0,100,99,99,0,0,1,0,0
1,4668941500697059185,12779663152948732979,3,1,100,81,81,0,0,19,0,0
1,4668941500697059185,12779663152948732979,3,2,100,49,49,0,0,51,147,0
2,16320440670712453270,2755218656736063744,3,0,100,96,96,0,0,4,0,0
2,16320440670712453270,2755218656736063744,3,1,100,84,84,0,0,16,0,0
2,16320440670712453270,2755218656736063744,3,2,100,50,50,0,0,50,150,0
3,11593834175221393723,9639141640204126929,3,0,100,99,99,0,0,1,0,0
3,11593834175221393723,9639141640204126929,3,1,100,92,92,0,0,8,0,0
3,11593834175221393723,9639141640204126929,3,2,100,57,57,0,0,43,171,0
4,3347813090986583384,1911997831875290158,3,0,100,99,98,1,0,1,0,0
4,3347813090986583384,1911997831875290158,3,1,100,86,86,0,0,14,0,0
4,3347813090986583384,1911997831875290158,3,2,100,47,47,0,0,53,141,0
5,16534674281161132573,15581464497016810015,3,0,100,99,98,1,0,1,0,0
5,16534674281161132573,15581464497016810015,3,1,100,83,83,0,0,17,0,0
5,16534674281161132573,15581464497016810015,3,2,100,45,45,0,0,55,135,0
6,1869434951182979682,9416667188088822732,3,0,100,100,100,0,0,0,0,0
6,1869434951182979682,9416667188088822732,3,1,100,95,95,0,0,5,0,0
6,1869434951182979682,9416667188088822732,3,2,100,52,52,0,0,48,156,0
7,15165218386447993671,13786127328851294109,3,0,100,96,94,2,0,4,0,0
7,15165218386447993671,13786127328851294109,3,1,100,79,79,0,0,21,0,0
7,15165218386447993671,13786127328851294109,3,2,100,47,47,0,0,53,141,0
8,925738743642114676,17928309796066534298,3,0,100,98,98,0,0,2,0,0
8,925738743642114676,17928309796066534298,3,1,100,85,85,0,0,15,0,0
8,925738743642114676,17928309796066534298,3,2,100,44,44,0,0,56,132,0
9,18424644545096847385,8314391064061041003,3,0,100,99,98,1,0,1,0,0
9,18424644545096847385,8314391064061041003,3,1,100,84,84,0,0,16,0,0
9,18424644545096847385,8314391064061041003,3,2,100,50,50,0,0,50,150,0
10,1197137687119922334,16616475482473983128,3,0,100,98,98,0,0,2,0,0
10,1197137687119922334,16616475482473983128,3,1,100,90,90,0,0,10,0,0
10,1197137687119922334,16616475482473983128,3,2,100,57,57,0,0,43,171,0
11,12889497012818321507,657344081356672137,3,0,100,100,100,0,0,0,0,0
11,12889497012818321507,657344081356672137,3,1,100,84,84,0,0,16,0,0
11,12889497012818321507,657344081356672137,3,2,100,45,45,0,0,55,135,0
12,564723016766813184,9857831998347072486,3,0,100,97,97,0,0,3,0,0
12,564723016766813184,9857831998347072486,3,1,100,71,71,0,0,29,0,0
12,564723016766813184,9857831998347072486,3,2,100,31,31,0,0,69,93,0
13,1139813661928537189,16665275745634412087,3,0,100,100,100,0,0,0,0,0
13,1139813661928537189,16665275745634412087,3,1,100,87,87,0,0,13,0,0
13,1139813661928537189,16665275745634412087,3,2,100,45,45,0,0,55,135,0
14,11109762063541617482,15934737122275956292,3,0,100,99,99,0,0,1,0,0
14,11109762063541617482,15934737122275956292,3,1,100,91,91,0,0,9,0,0
14,11109762063541617482,15934737122275956292,3,2,100,60,60,0,0,40,180,0
15,13619859224420957711,7203398923962047989,3,0,100,96,96,0,0,4,0,0
15,13619859224420957711,7203398923962047989,3,1,100,92,92,0,0,8,0,0
15,13619859224420957711,7203398923962047989,3,2,100,54,54,0,0,46,162,0
16,17159192876407639708,12129421677195510322,3,0,100,96,96,0,0,4,0,0
16,17159192876407639708,12129421677195510322,3,1,100,89,89,0,0,11,0,0
16,17159192876407639708,12129421677195510322,3,2,100,55,55,0,0,45,165,0
17,16123066810707161761,3349509925036150179,3,0,100,99,99,0,0,1,0,0
17,16123066810707161761,3349509925036150179,3,1,100,82,82,0,0,18,0,0
17,16123066810707161761,3349509925036150179,3,2,100,45,45,0,0,55,135,0
18,17255731612241714630,12325023634952347440,3,0,100,96,96,0,0,4,0,0
18,17255731612241714630,12325023634952347440,3,1,100,85,85,0,0,15,0,0
18,17255731612241714630,12325023634952347440,3,2,100,47,47,0,0,53,141,0
19,13883523294833848875,16171406637956408321,3,0,100,99,97,2,0,1,0,0
19,13883523294833848875,16171406637956408321,3,1,100,82,82,0,0,18,0,0
19,13883523294833848875,16171406637956408321,3,2,100,43,43,0,0,57,129,0
20,5193794695500498632,15512349027025677918,3,0,100,97,97,0,0,3,0,0
20,5193794695500498632,15512349027025677918,3,1,100,89,89,0,0,11,0,0
20,5193794695500498632,15512349027025677918,3,2,100,49,49,0,0,51,147,0
21,12200570134785767245,12490028674365163599,3,0,100,99,99,0,0,1,0,0
21,12200570134785767245,12490028674365163599,3,1,100,84,84,0,0,16,0,0
21,12200570134785767245,12490028674365163599,3,2,100,47,47,0,0,53,141,0
22,6639034778626213330,14264013916132283324,3,0,100,97,97,0,0,3,0,0
22,6639034778626213330,14264013916132283324,3,1,100,76,76,0,0,24,0,0
22,6639034778626213330,14264013916132283324,3,2,100,41,41,0,0,59,123,0
23,5188156410933320695,16566599263710456717,3,0,100,98,96,2,0,2,0,0
23,5188156410933320695,16566599263710456717,3,1,100,87,87,0,0,13,0,0
23,5188156410933320695,16566599263710456717,3,2,100,52,52,0,0,48,156,0
24,6139046086183888228,15829568053673852874,3,0,100,96,96,0,0,4,0,0
24,6139046086183888228,15829568053673852874,3,1,100,88,88,0,0,12,0,0
24,6139046086183888228,15829568053673852874,3,2,100,48,48,0,0,52,144,0
25,14852878865191795913,3677109245912230747,3,0,100,97,97,0,0,3,0,0
25,14852878865191795913,3677109245912230747,3,1,100,89,89,0,0,11,0,0
25,14852878865191795913,3677109245912230747,3,2,100,52,52,0,0,48,156,0
26,10759014571150830798,4159949192028452360,3,0,100,97,97,0,0,3,0,0
26,10759014571150830798,4159949192028452360,3,1,100,88,88,0,0,12,0,0
26,10759014571150830798,4159949192028452360,3,2,100,46,46,0,0,54,138,0
27,3714909113697100947,1171064538731279097,3,0,100,98,98,0,0,2,0,0
27,3714909113697100947,1171064538731279097,3,1,100,89,89,0,0,11,0,0
27,3714909113697100947,1171064538731279097,3,2,100,50,50,0,0,50,150,0
28,15638994699027385520,15248549662436272342,3,0,100,98,98,0,0,2,0,0
28,15638994699027385520,15248549662436272342,3,1,100,92,92,0,0,8,0,0
28,15638994699027385520,15248549662436272342,3,2,100,55,55,0,0,45,165,0
29,10786533052122665045,12278416006639658855,3,0,100,99,99,0,0,1,0,0
29,10786533052122665045,12278416006639658855,3,1,100,86,86,0,0,14,0,0
29,10786533052122665045,12278416006639658855,3,2,100,54,54,0,0,46,162,0
30,17411780308251417786,5616505421803247796,3,0,100,99,99,0,0,1,0,0
30,17411780308251417786,5616505421803247796,3,1,100,93,93,0,0,7,0,0
30,17411780308251417786,5616505421803247796,3,2,100,46,46,0,0,54,138,0
31,14960714582419432383,1787246026735420581,3,0,100,99,99,0,0,1,0,0
31,14960714582419432383,1787246026735420581,3,1,100,86,86,0,0,14,0,0
31,14960714582419432383,1787246026735420581,3,2,100,46,46,0,0,54,138,0
32,10781159969224193356,1889283500647668706,3,0,100,98,98,0,0,2,0,0
32,10781159969224193356,1889283500647668706,3,1,100,89,89,0,0,11,0,0
32,10781159969224193356,1889283500647668706,3,2,100,46,46,0,0,54,138,0
33,11728230447752747985,8164089667089883155,3,0,100,100,100,0,0,0,0,0
33,11728230447752747985,8164089667089883155,3,1,100,90,90,0,0,10,0,0
33,11728230447752747985,8164089667089883155,3,2,100,51,51,0,0,49,153,0
34,8945314669155935606,4742339047625198560,3,0,100,99,99,0,0,1,0,0
34,8945314669155935606,4742339047625198560,3,1,100,92,92,0,0,8,0,0
34,8945314669155935606,4742339047625198560,3,2,100,48,48,0,0,52,144,0
35,227496352486774043,15674092631343238833,3,0,100,100,100,0,0,0,0,0
35,227496352486774043,15674092631343238833,3,1,100,89,89,0,0,11,0,0
35,227496352486774043,15674092631343238833,3,2,100,55,55,0,0,45,165,0
36,10407102038042272184,17676862605589581070,3,0,100,99,99,0,0,1,0,0
36,10407102038042272184,17676862605589581070,3,1,100,89,89,0,0,11,0,0
36,10407102038042272184,17676862605589581070,3,2,100,47,47,0,0,53,141,0
37,4267529692386032381,7110020632405590655,3,0,100,99,99,0,0,1,0,0
37,4267529692386032381,7110020632405590655,3,1,100,94,94,0,0,6,0,0
37,4267529692386032381,7110020632405590655,3,2,100,59,59,0,0,41,177,0
38,8494821390787606338,48170580329757740,3,0,100,96,96,0,0,4,0,0
38,8494821390787606338,48170580329757740,3,1,100,82,82,0,0,18,0,0
38,8494821390787606338,48170580329757740,3,2,100,49,49,0,0,51,147,0
39,6910402922770238631,13547246215758420733,3,0,100,99,99,0,0,1,0,0
39,6910402922770238631,13547246215758420733,3,1,100,89,89,0,0,11,0,0
39,6910402922770238631,13547246215758420733,3,2,100,57,57,0,0,43,171,0
40,4008714893987389780,15918000086326012282,3,0,100,100,100,0,0,0,0,0
40,4008714893987389780,15918000086326012282,3,1,100,91,91,0,0,9,0,0
40,4008714893987389780,15918000086326012282,3,2,100,48,48,0,0,52,144,0
41,8362665835234397177,7249693332510000459,3,0,100,98,97,1,0,2,0,0
41,8362665835234397177,7249693332510000459,3,1,100,89,89,0,0,11,0,0
41,8362665835234397177,7249693332510000459,3,2,100,56,56,0,0,44,168,0
42,3400424375343960062,13934596182478722424,3,0,100,99,99,0,0,1,0,0
42,3400424375343960062,13934596182478722424,3,1,100,86,86,0,0,14,0,0
42,3400424375343960062,13934596182478722424,3,2,100,47,47,0,0,53,141,0
43,4619782524672878147,15958134988640489193,3,0,100,97,96,1,0,3,0,0
43,4619782524672878147,15958134988640489193,3,1,100,82,82,0,0,18,0,0
43,4619782524672878147,15958134988640489193,3,2,100,48,48,0,0,52,144,0
44,5885750343499270368,10058180038336810182,3,0,100,100,100,0,0,0,0,0
44,5885750343499270368,10058180038336810182,3,1,100,87,87,0,0,13,0,0
44,5885750343499270368,10058180038336810182,3,2,100,52,52,0,0,48,156,0
45,12196532709613882821,5395501835882291095,3,0,100,98,98,0,0,2,0,0
45,12196532709613882821,5395501835882291095,3,1,100,87,87,0,0,13,0,0
45,12196532709613882821,5395501835882291095,3,2,100,44,44,0,0,56,132,0
46,3734636061985099818,15490747244023488164,3,0,100,100,97,3,0,0,0,0
46,3734636061985099818,15490747244023488164,3,1,100,83,83,0,0,17,0,0
46,3734636061985099818,15490747244023488164,3,2,100,38,38,0,0,62,114,0
47,12467931653091690479,1711376011903011541,3,0,100,93,93,0,0,7,0,0
47,12467931653091690479,1711376011903011541,3,1,100,79,79,0,0,21,0,0
47,12467931653091690479,1711376011903011541,3,2,100,40,40,0,0,60,120,0
48,8904377412729884668,6088926327081504402,3,0,100,98,96,2,0,2,0,0
48,8904377412729884668,6088926327081504402,3,1,100,81,81,0,0,19,0,0
48,8904377412729884668,6088926327081504402,3,2,100,38,38,0,0,62,114,0
49,17446664036809962113,2339116872339394947,3,0,100,99,99,0,0,1,0,0
49,17446664036809962113,2339116872339394947,3,1,100,89,89,0,0,11,0,0
49,17446664036809962113,2339116872339394947,3,2,100,50,50,0,0,50,150,0
0,16810207103304354796,1250489990211273274,4,0,100,100,100,0,0,0,0,0
0,16810207103304354796,1250489990211273274,4,1,100,99,99,0,0,1,0,0
0,16810207103304354796,1250489990211273274,4,2,100,0,0,0,0,100,0,0
1,4668941500697059185,13228873806232140391,4,0,100,100,100,0,0,0,0,0
1,4668941500697059185,13228873806232140391,4,1,100,99,99,0,0,1,0,0
1,4668941500697059185,13228873806232140391,4,2,100,0,0,0,0,100,0,0
2,16320440670712453270,16429093573114478912,4,0,100,100,100,0,0,0,0,0
2,16320440670712453270,16429093573114478912,4,1,100,99,99,0,0,1,0,0
2,16320440670712453270,16429093573114478912,4,2,100,0,0,0,0,100,0,0
3,11593834175221393723,3682949157247340269,4,0,100,100,100,0,0,0,0,0
3,11593834175221393723,3682949157247340269,4,1,100,99,99,0,0,1,0,0
3,11593834175221393723,3682949157247340269,4,2,100,0,0,0,0,100,0,0
4,3347813090986583384,16253432973273236574,4,0,100,100,100,0,0,0,0,0
4,3347813090986583384,16253432973273236574,4,1,100,99,99,0,0,1,0,0
4,3347813090986583384,16253432973273236574,4,2,100,0,0,0,0,100,0,0
5,16534674281161132573,7697605545053636603,4,0,100,100,100,0,0,0,0,0
5,16534674281161132573,7697605545053636603,4,1,100,99,99,0,0,1,0,0
5,16534674281161132573,7697605545053636603,4,2,100,0,0,0,0,100,0,0
6,1869434951182979682,5652591287932502244,4,0,100,100,100,0,0,0,0,0
6,1869434951182979682,5652591287932502244,4,1,100,99,99,0,0,1,0,0
6,1869434951182979682,5652591287932502244,4,2,100,0,0,0,0,100,0,0
7,15165218386447993671,7787160004539185441,4,0,100,100,100,0,0,0,0,0
7,15165218386447993671,7787160004539185441,4,1,100,99,99,0,0,1,0,0
7,15165218386447993671,7787160004539185441,4,2,100,0,0,0,0,100,0,0
8,925738743642114676,4209142133180034914,4,0,100,100,100,0,0,0,0,0
8,925738743642114676,4209142133180034914,4,1,100,99,99,0,0,1,0,0
8,925738743642114676,4209142133180034914,4,2,100,0,0,0,0,100,0,0
9,18424644545096847385,5064934973189103215,4,0,100,100,100,0,0,0,0,0
9,18424644545096847385,5064934973189103215,4,1,100,99,99,0,0,1,0,0
9,18424644545096847385,5064934973189103215,4,2,100,0,0,0,0,100,0,0
10,1197137687119922334,3373115192062260104,4,0,100,100,100,0,0,0,0,0
10,1197137687119922334,3373115192062260104,4,1,100,99,99,0,0,1,0,0
10,1197137687119922334,3373115192062260104,4,2,100,0,0,0,0,100,0,0
11,12889497012818321507,8985726066367255765,4,0,100,100,100,0,0,0,0,0
11,12889497012818321507,8985726066367255765,4,1,100,99,99,0,0,1,0,0
11,12889497012818321507,8985726066367255765,4,2,100,0,0,0,0,100,0,0
12,564723016766813184,6800159873892661574,4,0,100,100,100,0,0,0,0,0
12,564723016766813184,6800159873892661574,4,1,100,99,99,0,0,1,0,0
12,564723016766813184,6800159873892661574,4,2,100,0,0,0,0,100,0,0
13,1139813661928537189,6780751184121790371,4,0,100,100,100,0,0,0,0,0
13,1139813661928537189,6780751184121790371,4,1,100,99,99,0,0,1,0,0
13,1139813661928537189,6780751184121790371,4,2,100,0,0,0,0,100,0,0
14,11109762063541617482,14498325650055558188,4,0,100,100,100,0,0,0,0,0
14,11109762063541617482,14498325650055558188,4,1,100,99,99,0,0,1,0,0
14,11109762063541617482,14498325650055558188,4,2,100,0,0,0,0,100,0,0
15,13619859224420957711,5751085452140114345,4,0,100,100,100,0,0,0,0,0
15,13619859224420957711,5751085452140114345,4,1,100,99,99,0,0,1,0,0
15,13619859224420957711,5751085452140114345,4,2,100,0,0,0,0,100,0,0
16,17159192876407639708,13891716989896360714,4,0,100,100,100,0,0,0,0,0
16,17159192876407639708,13891716989896360714,4,1,100,99,99,0,0,1,0,0
16,17159192876407639708,13891716989896360714,4,2,100,0,0,0,0,100,0,0
17,16123066810707161761,13222877476981919991,4,0,100,100,100,0,0,0,0,0
17,16123066810707161761,13222877476981919991,4,1,100,99,99,0,0,1,0,0
17,16123066810707161761,13222877476981919991,4,2,100,0,0,0,0,100,0,0
18,17255731612241714630,5160685532293119696,4,0,100,100,100,0,0,0,0,0
18,17255731612241714630,5160685532293119696,4,1,100,99,99,0,0,1,0,0
18,17255731612241714630,5160685532293119696,4,2,100,0,0,0,0,100,0,0
19,13883523294833848875,3077569699123735485,4,0,100,100,100,0,0,0,0,0
19,13883523294833848875,3077569699123735485,4,1,100,99,99,0,0,1,0,0
19,13883523294833848875,3077569699123735485,4,2,100,0,0,0,0,100,0,0
20,5193794695500498632,4363666685480089070,4,0,100,100,100,0,0,0,0,0
20,5193794695500498632,4363666685480089070,4,1,100,99,99,0,0,1,0,0
20,5193794695500498632,4363666685480089070,4,2,100,0,0,0,0,100,0,0
21,12200570134785767245,4547201461901112075,4,0,100,100,100,0,0,0,0,0
21,12200570134785767245,4547201461901112075,4,1,100,99,99,0,0,1,0,0
21,12200570134785767245,4547201461901112075,4,2,100,0,0,0,0,100,0,0
22,6639034778626213330,17943036512109600756,4,0,100,100,100,0,0,0,0,0
22,6639034778626213330,17943036512109600756,4,1,100,99,99,0,0,1,0,0
22,6639034778626213330,17943036512109600756,4,2,100,0,0,0,0,100,0,0
23,5188156410933320695,2652083182977526897,4,0,100,100,100,0,0,0,0,0
23,5188156410933320695,2652083182977526897,4,1,100,99,99,0,0,1,0,0
23,5188156410933320695,2652083182977526897,4,2,100,0,0,0,0,100,0,0
24,6139046086183888228,8530534379592510322,4,0,100,100,100,0,0,0,0,0
24,6139046086183888228,8530534379592510322,4,1,100,99,99,0,0,1,0,0
24,6139046086183888228,8530534379592510322,4,2,100,0,0,0,0,100,0,0
25,14852878865191795913,4699826422602991359,4,0,100,100,100,0,0,0,0,0
25,14852878865191795913,4699826422602991359,4,1,100,99,99,0,0,1,0,0
25,14852878865191795913,4699826422602991359,4,2,100,0,0,0,0,100,0,0
26,10759014571150830798,2500397859436683416,4,0,100,100,100,0,0,0,0,0
26,10759014571150830798,2500397859436683416,4,1,100,99,99,0,0,1,0,0
26,10759014571150830798,2500397859436683416,4,2,100,0,0,0,0,100,0,0
27,3714909113697100947,9575518095192856037,4,0,100,100,100,0,0,0,0,0
27,3714909113697100947,9575518095192856037,4,1,100,99,99,0,0,1,0,0
27,3714909113697100947,9575518095192856037,4,2,100,0,0,0,0,100,0,0
28,15638994699027385520,2948732710127645782,4,0,100,100,100,0,0,0,0,0
28,15638994699027385520,2948732710127645782,4,1,100,99,99,0,0,1,0,0
28,15638994699027385520,2948732710127645782,4,2,100,0,0,0,0,100,0,0
29,10786533052122665045,5514547813289493299,4,0,100,100,100,0,0,0,0,0
29,10786533052122665045,5514547813289493299,4,1,100,99,99,0,0,1,0,0
29,10786533052122665045,5514547813289493299,4,2,100,0,0,0,0,100,0,0
30,17411780308251417786,12161843066999314044,4,0,100,100,100,0,0,0,0,0
30,17411780308251417786,12161843066999314044,4,1,100,99,99,0,0,1,0,0
30,17411780308251417786,12161843066999314044,4,2,100,0,0,0,0,100,0,0
31,14960714582419432383,1629742502535344953,4,0,100,100,100,0,0,0,0,0
31,14960714582419432383,1629742502535344953,4,1,100,99,99,0,0,1,0,0
31,14960714582419432383,1629742502535344953,4,2,100,0,0,0,0,100,0,0
32,10781159969224193356,8146056442396423962,4,0,100,100,100,0,0,0,0,0
32,10781159969224193356,8146056442396423962,4,1,100,99,99,0,0,1,0,0
32,10781159969224193356,8146056442396423962,4,2,100,0,0,0,0,100,0,0
33,11728230447752747985,9058281620723566791,4,0,100,100,100,0,0,0,0,0
33,11728230447752747985,9058281620723566791,4,1,100,99,99,0,0,1,0,0
33,11728230447752747985,9058281620723566791,4,2,100,0,0,0,0,100,0,0
34,8945314669155935606,7929641991266912928,4,0,100,100,100,0,0,0,0,0
34,8945314669155935606,7929641991266912928,4,1,100,99,99,0,0,1,0,0
34,8945314669155935606,7929641991266912928,4,2,100,0,0,0,0,100,0,0
35,227496352486774043,11387103067579778637,4,0,100,100,100,0,0,0,0,0
35,227496352486774043,11387103067579778637,4,1,100,99,99,0,0,1,0,0
35,227496352486774043,11387103067579778637,4,2,100,0,0,0,0,100,0,0
36,10407102038042272184,8863564896333837886,4,0,100,100,100,0,0,0,0,0
36,10407102038042272184,8863564896333837886,4,1,100,99,99,0,0,1,0,0
36,10407102038042272184,8863564896333837886,4,2,100,0,0,0,0,100,0,0
37,4267529692386032381,1177841769983561563,4,0,100,100,100,0,0,0,0,0
37,4267529692386032381,1177841769983561563,4,1,100,99,99,0,0,1,0,0
37,4267529692386032381,1177841769983561563,4,2,100,0,0,0,0,100,0,0
38,8494821390787606338,10061008531362036548,4,0,100,100,100,0,0,0,0,0
38,8494821390787606338,10061008531362036548,4,1,100,99,99,0,0,1,0,0
38,8494821390787606338,10061008531362036548,4,2,100,0,0,0,0,100,0,0
39,6910402922770238631,30527572290554625,4,0,100,100,100,0,0,0,0,0
39,6910402922770238631,30527572290554625,4,1,100,99,99,0,0,1,0,0
39,6910402922770238631,30527572290554625,4,2,100,0,0,0,0,100,0,0
40,4008714893987389780,10982119129300152130,4,0,100,100,100,0,0,0,0,0
40,4008714893987389780,10982119129300152130,4,1,100,99,99,0,0,1,0,0
40,4008714893987389780,10982119129300152130,4,2,100,0,0,0,0,100,0,0
41,8362665835234397177,201170010590939855,4,0,100,100,100,0,0,0,0,0
41,8362665835234397177,201170010590939855,4,1,100,99,99,0,0,1,0,0
